30000000332, 12944
30000000333, 12948
30000000334, 12952
30000000335, 12956
30000000336, 12960
30000000337, 12964
30000000338, 12968
30000000339, 12972
30000000340, 7284
30000000341, 7288
30000000342, 7292
30000000343, 12976
30000000344, 12980
30000000345, 12984
30000000346, 12988
30000000347, 12992
30000000348, 12996
30000000349, 13000
30000000350, 13680
30000000351, 13684
30000000352, 13688
30000000353, 13692
30000000354, 13696
30000000355, 13700
30000000356, 13704
30000000357, 7088
30000000358, 7092
30000000359, 13708
30000000360, 13712
30000000361, 13716
30000000362, 13720
30000000363, 13744
30000000364, 13748
30000000365, 13752
30000000366, 13756
30000000367, 13760
30000000368, 13764
30000000369, 13768
30000000370, 4472
30000000371, 4476
30000000372, 13772
30000000373, 13776
30000000374, 13780
30000000375, 13784
30000000376, 13788
30000000377, 13792
30000000378, 13796
30000000379, 13800
30000000380, 13804
30000000381, 13808
30000000382, 4320
30000000383, 4324
30000000384, 4328
30000000385, 4332
30000000386, 4336
30000000387, 4340
30000000388, 13812
30000000389, 13816
30000000390, 13820
30000000391, 13824
30000000392, 13836
30000000393, 13840
30000000394, 13844
30000000395, 13848
30000000396, 41620
30000000397, 41624
30000000398, 13852
30000000399, 13856
30000000400, 13860
30000000401, 13864
30000000402, 13868
30000000403, 13872
30000000404, 13876
30000000405, 7104
30000000406, 7108
30000000407, 13880
30000000408, 13884
30000000409, 13888
30000000410, 13892
30000000411, 13924
30000000412, 13928
30000000413, 13932
30000000414, 13936
30000000415, 13940
30000000416, 13944
30000000417, 13948
30000000418, 13952
30000000419, 13956
30000000420, 22392
30000000421, 22396
30000000422, 22400
30000000423, 22404
30000000424, 22492
30000000425, 22496
30000000426, 22500
30000000427, 22504
30000000428, 22508
30000000429, 22512
30000000430, 22516
30000000431, 22520
30000000432, 22524
30000000433, 4432
30000000434, 4436
30000000435, 4448
30000000436, 4452
30000000437, 22528
30000000438, 22532
30000000439, 22536
30000000440, 22540
30000000441, 22544
30000000442, 22824
30000000443, 22828
30000000444, 22832
30000000445, 22836
30000000446, 22840
30000000447, 22844
30000000448, 22848
30000000449, 22244
30000000450, 22248
30000000451, 22252
30000000452, 22256
30000000453, 22260
30000000454, 22264
30000000455, 22268
30000000456, 22272
30000000457, 22276
30000000458, 22280
30000000459, 22284
30000000460, 22288
30000000461, 22292
30000000462, 22296
30000000463, 22300
30000000464, 22308
30000000465, 22312
30000000466, 22316
30000000467, 22320
30000000468, 22324
30000000469, 22328
30000000470, 22332
30000000471, 22336
30000000472, 22340
30000000473, 22344
30000000474, 22348
30000000475, 22352
30000000476, 22356
30000000477, 22360
30000000478, 22364
30000000479, 22368
30000000480, 22372
30000000481, 22376
30000000482, 22380
30000000483, 22384
30000000484, 22388
30000000485, 13968
30000000486, 13972
30000000487, 13976
30000000488, 13980
30000000489, 13984
30000000490, 13988
30000000491, 13992
30000000492, 13996
30000000493, 14000
30000000494, 14004
30000000495, 14008
30000000496, 14012
30000000497, 14016
30000000498, 14020
30000000499, 14024
30000000500, 14028
30000000501, 14032
30000000502, 14036
30000000503, 14040
30000000504, 7164
30000000505, 7168
30000000506, 7172
30000000507, 14044
30000000508, 14048
30000000509, 14052
30000000510, 14056
30000000511, 14060
30000000512, 14064
30000000513, 14068
30000000514, 14072
30000000515, 14076
30000000516, 14080
30000000517, 14084
30000000518, 14088
30000000519, 14092
30000000520, 7176
30000000521, 7180
30000000522, 7184
30000000523, 14096
30000000524, 14100
30000000525, 14104
30000000526, 14108
30000000527, 14112
30000000528, 14116
30000000529, 14120
30000000530, 14124
30000000531, 14128
30000000532, 14132
30000000533, 14136
30000000534, 14140
30000000535, 7188
30000000536, 7192
30000000537, 7196
30000000538, 14144
30000000539, 14148
30000000540, 14152
30000000541, 14156
30000000542, 14160
30000000543, 14164
30000000544, 14168
30000000545, 14172
30000000546, 14176
30000000547, 7088
30000000548, 7092
30000000549, 14180
30000000550, 14184
30000000551, 14188
30000000552, 14192
30000000553, 14228
30000000554, 14232
30000000555, 14268
30000000556, 14272
30000000557, 14276
30000000558, 14280
30000000559, 14284
30000000560, 14288
30000000561, 14292
30000000562, 14296
30000000563, 13480
30000000564, 13484
30000000565, 13488
30000000566, 13492
30000000567, 13496
30000000568, 13500
30000000569, 13504
30000000570, 13508
30000000571, 13512
30000000572, 13516
30000000573, 13520
30000000574, 13524
30000000575, 13528
30000000576, 13532
30000000577, 13536
30000000578, 13540
30000000579, 12556
30000000580, 12560
30000000581, 12564
30000000582, 12568
30000000583, 12572
30000000584, 12576
30000000585, 12580
30000000586, 4472
30000000587, 4476
30000000588, 12584
30000000589, 12588
30000000590, 12592
30000000591, 12596
30000000592, 12600
30000000593, 12604
30000000594, 12608
30000000595, 7120
30000000596, 7124
30000000597, 7128
30000000598, 12612
30000000599, 12616
30000000600, 12620
30000000601, 12624
30000000602, 12628
30000000603, 12632
30000000604, 12636
30000000605, 12640
30000000606, 12644
30000000607, 12648
30000000608, 4472
30000000609, 4476
30000000610, 12652
30000000611, 12656
30000000612, 12660
30000000613, 12664
30000000614, 12668
30000000615, 12672
30000000616, 12676
30000000617, 7132
30000000618, 7136
30000000619, 7140
30000000620, 12680
30000000621, 12684
30000000622, 12688
30000000623, 12692
30000000624, 12696
30000000625, 12700
30000000626, 12704
30000000627, 12708
30000000628, 12712
30000000629, 12716
30000000630, 12720
30000000631, 12724
30000000632, 4472
30000000633, 4476
30000000634, 12728
30000000635, 12732
30000000636, 12736
30000000637, 12740
30000000638, 12744
30000000639, 12748
30000000640, 12752
30000000641, 7144
30000000642, 7148
30000000643, 7152
30000000644, 12756
30000000645, 12760
30000000646, 12764
30000000647, 12768
30000000648, 12772
30000000649, 12776
30000000650, 12780
30000000651, 12784
30000000652, 12788
30000000653, 12792
30000000654, 12796
30000000655, 7112
30000000656, 7116
30000000657, 12800
30000000658, 12804
30000000659, 12808
30000000660, 12812
